set,media,pair_id,user_set_order,user_trial_order,user_id,user_larger,user_slider,slider_start,slider_clicks,clicks_3dd,start_time,end_time,block,system_time,trial_diff_with_block,stage,is_218_student,data_consent,user_age,user_gender,user_education,user_reason,user_unique,z,true_ratio,true_larger,q1_correct,q2_signed_error,q2_abs_error,q2_cm_error
set2,2dd,4,1,4,07828319b83df9a6305e58ded879cb9c,H,91.1,58.54836688376963,2,0,1754185011.5878847,1754185025.7385426,10,1754184661.1112823,350.4766023159027,experiment,TRUE,TRUE,41-45,Female,Some Graduate Courses,Participation credit,Moulin Rouge,50,0.8888888888888888,H,TRUE,2.2111111111111086,2.2111111111111086,1.224108893925468
set1,2dd,9,2,5,07828319b83df9a6305e58ded879cb9c,A,39.1,14.736312534660101,6,0,1754185025.75433,1754185064.3468752,10,1754184661.1112823,364.64304757118225,experiment,TRUE,TRUE,41-45,Female,Some Graduate Courses,Participation credit,Moulin Rouge,90,0.5555555555555556,A,TRUE,-16.455555555555556,16.455555555555556,4.051420442120128
set1,2dd,7,2,6,07828319b83df9a6305e58ded879cb9c,q,90,49.43399983458221,3,0,1754185064.3606317,1754185096.7087014,10,1754184661.1112823,403.24934935569763,experiment,TRUE,TRUE,41-45,Female,Some Graduate Courses,Participation credit,Moulin Rouge,64.28571428571428,0.7777777777777779,q,TRUE,12.222222222222214,12.222222222222214,3.6261146073874566
set1,2dd,5,2,7,07828319b83df9a6305e58ded879cb9c,F,95.6,8.862542500719428,2,0,1754185096.719436,1754185125.4536974,10,1754184661.1112823,435.60815358161926,experiment,TRUE,TRUE,41-45,Female,Some Graduate Courses,Participation credit,Moulin Rouge,50,1,Both values are the same,FALSE,-4.400000000000006,4.400000000000006,2.177917792195845
set1,2dd,4,2,8,07828319b83df9a6305e58ded879cb9c,h,72.4,62.43815221823752,2,0,1754185125.4653082,1754185157.0055313,10,1754184661.1112823,464.3540258407593,experiment,TRUE,TRUE,41-45,Female,Some Graduate Courses,Participation credit,Moulin Rouge,50,0.8888888888888888,h,TRUE,-16.48888888888888,16.48888888888888,4.054317905937674
set2,3dd,5,3,9,07828319b83df9a6305e58ded879cb9c,Both values are the same,100,30.209174775518477,1,9,1754185157.0169535,1754185183.1837962,10,1754184661.1112823,495.90567111968994,experiment,TRUE,TRUE,41-45,Female,Some Graduate Courses,Participation credit,Moulin Rouge,50,1,Both values are the same,TRUE,0,0,-3
set2,3dd,4,3,10,07828319b83df9a6305e58ded879cb9c,H,82,42.715518129989505,2,16,1754185183.1943717,1754185225.7372773,10,1754184661.1112823,522.083089351654,experiment,TRUE,TRUE,41-45,Female,Some Graduate Courses,Participation credit,Moulin Rouge,50,0.8888888888888888,H,TRUE,-6.888888888888886,6.888888888888886,2.8102145761968442
set2,3dd,7,3,11,07828319b83df9a6305e58ded879cb9c,q,67.5,42.62866845820099,3,8,1754185225.7490087,1754185254.9547055,10,1754184661.1112823,564.6377263069153,experiment,TRUE,TRUE,41-45,Female,Some Graduate Courses,Participation credit,Moulin Rouge,64.28571428571428,0.7777777777777779,q,TRUE,-10.277777777777786,10.277777777777786,3.37889690701644
set2,3dd,9,3,12,07828319b83df9a6305e58ded879cb9c,a,60.6,2.150668785907328,6,10,1754185254.9703555,1754185283.1963668,10,1754184661.1112823,593.8590731620789,experiment,TRUE,TRUE,41-45,Female,Some Graduate Courses,Participation credit,Moulin Rouge,90,0.5555555555555556,a,TRUE,5.044444444444444,5.044444444444444,2.3700092437294766
set1,3dd,9,4,13,07828319b83df9a6305e58ded879cb9c,A,49.1,75.59616535436362,1,11,1754185283.210165,1754185320.009359,10,1754184661.1112823,622.0988826751709,experiment,TRUE,TRUE,41-45,Female,Some Graduate Courses,Participation credit,Moulin Rouge,90,0.5555555555555556,A,TRUE,-6.455555555555556,6.455555555555556,2.7182093869105564
set1,3dd,7,4,14,07828319b83df9a6305e58ded879cb9c,q,78.4,17.402785015292466,1,5,1754185320.0223193,1754185340.641448,10,1754184661.1112823,658.9110369682312,experiment,TRUE,TRUE,41-45,Female,Some Graduate Courses,Participation credit,Moulin Rouge,64.28571428571428,0.7777777777777779,q,TRUE,0.62222222222222,0.62222222222222,-0.42039073377305486
set1,3dd,4,4,15,07828319b83df9a6305e58ded879cb9c,h,83,54.098453768529,2,7,1754185340.6532536,1754185366.1607933,10,1754184661.1112823,679.541971206665,experiment,TRUE,TRUE,41-45,Female,Some Graduate Courses,Participation credit,Moulin Rouge,50,0.8888888888888888,h,TRUE,-5.888888888888886,5.888888888888886,2.588298213284412
set1,3dd,5,4,16,07828319b83df9a6305e58ded879cb9c,Both values are the same,100,81.43258644267917,2,7,1754185366.1727874,1754185392.6051824,10,1754184661.1112823,705.0615050792694,experiment,TRUE,TRUE,41-45,Female,Some Graduate Courses,Participation credit,Moulin Rouge,50,1,Both values are the same,TRUE,0,0,-3
practice,2dd,1,1,1,7753790e37138b699b994222c2cffb97,D,87.5,45.71851100772619,15,0,1754313449.51784,1754313577.892611,3,1754313449.4792855,0.03855443000793457,practice,TRUE,TRUE,36-40,Male,Some Undergraduate Courses,Participation credit,"The Mummy, Brendon Frasier",50,0.5555555555555556,d,FALSE,31.944444444444443,31.944444444444443,5.003127456331803
practice,2dd,5,1,2,7753790e37138b699b994222c2cffb97,Both values are the same,100,83.36077951826155,6,0,1754313577.9047668,1754313766.4259613,3,1754313449.4792855,128.4254813194275,practice,TRUE,TRUE,36-40,Male,Some Undergraduate Courses,Participation credit,"The Mummy, Brendon Frasier",50,1,Both values are the same,TRUE,0,0,-3
practice,3dd,1,2,3,7753790e37138b699b994222c2cffb97,d,53,51.045326120220125,2,0,1754313766.4379187,1754313805.6990132,3,1754313449.4792855,316.958633184433,practice,TRUE,TRUE,36-40,Male,Some Undergraduate Courses,Participation credit,"The Mummy, Brendon Frasier",50,0.5555555555555556,d,TRUE,-2.555555555555557,2.555555555555557,1.422532035825769
practice,3dd,5,2,4,7753790e37138b699b994222c2cffb97,Both values are the same,100,91.20381937827915,1,0,1754313805.7118866,1754313833.5312085,3,1754313449.4792855,356.2326011657715,practice,TRUE,TRUE,36-40,Male,Some Undergraduate Courses,Participation credit,"The Mummy, Brendon Frasier",50,1,Both values are the same,TRUE,0,0,-3
set1,2dd,7,1,1,7753790e37138b699b994222c2cffb97,Q,72.9,31.621597101911902,4,0,1754313805.7118866,1754313979.6284049,3,1754313449.4792855,356.2326011657715,experiment,TRUE,TRUE,36-40,Male,Some Undergraduate Courses,Participation credit,"The Mummy, Brendon Frasier",64.28571428571428,0.7777777777777779,q,FALSE,-4.87777777777778,4.87777777777778,2.322729369576602
set1,2dd,2,1,2,7753790e37138b699b994222c2cffb97,R,23.9,21.667804685421288,1,0,1754313979.6563299,1754314014.4282413,3,1754313449.4792855,530.1770443916321,experiment,TRUE,TRUE,36-40,Male,Some Undergraduate Courses,Participation credit,"The Mummy, Brendon Frasier",50,0.6666666666666667,R,TRUE,-42.76666666666667,42.76666666666667,5.422625471598016
set1,2dd,5,1,3,7753790e37138b699b994222c2cffb97,Both values are the same,100,2.205208456143737,1,0,1754314014.440627,1754314032.6763034,3,1754313449.4792855,564.9613416194916,experiment,TRUE,TRUE,36-40,Male,Some Undergraduate Courses,Participation credit,"The Mummy, Brendon Frasier",50,1,Both values are the same,TRUE,0,0,-3
set1,2dd,6,1,4,7753790e37138b699b994222c2cffb97,M,93.7,58.35652460809797,2,0,1754314032.6882076,1754314066.2542253,3,1754313449.4792855,583.2089221477509,experiment,TRUE,TRUE,36-40,Male,Some Undergraduate Courses,Participation credit,"The Mummy, Brendon Frasier",56.25,0.8888888888888888,m,FALSE,4.811111111111117,4.811111111111117,2.303374869699005
set2,2dd,7,2,5,7753790e37138b699b994222c2cffb97,q,80.4,35.10063961148262,2,0,1754314066.2655604,1754314101.3370817,3,1754313449.4792855,616.7862749099731,experiment,TRUE,TRUE,36-40,Male,Some Undergraduate Courses,Participation credit,"The Mummy, Brendon Frasier",64.28571428571428,0.7777777777777779,q,TRUE,2.62222222222222,2.62222222222222,1.4579736144294348
set2,2dd,5,2,6,7753790e37138b699b994222c2cffb97,F,80.2,71.67936039622873,1,0,1754314101.3486364,1754314124.8462322,3,1754313449.4792855,651.8693509101868,experiment,TRUE,TRUE,36-40,Male,Some Undergraduate Courses,Participation credit,"The Mummy, Brendon Frasier",50,1,Both values are the same,FALSE,-19.799999999999997,19.799999999999997,4.316507819103109
set2,2dd,6,2,7,7753790e37138b699b994222c2cffb97,Both values are the same,100,45.57717384304851,3,0,1754314124.857551,1754314142.1724703,3,1754313449.4792855,675.378265619278,experiment,TRUE,TRUE,36-40,Male,Some Undergraduate Courses,Participation credit,"The Mummy, Brendon Frasier",56.25,0.8888888888888888,m,FALSE,11.111111111111114,11.111111111111114,3.4900708909876657
set2,2dd,2,2,8,7753790e37138b699b994222c2cffb97,R,90.8,7.875293004326522,2,0,1754314142.1844735,1754314228.5372272,3,1754313449.4792855,692.705188035965,experiment,TRUE,TRUE,36-40,Male,Some Undergraduate Courses,Participation credit,"The Mummy, Brendon Frasier",50,0.6666666666666667,R,TRUE,24.133333333333326,24.133333333333326,4.600408528514246
set2,3dd,2,3,9,7753790e37138b699b994222c2cffb97,R,74.4,1.3103450881317258,3,2,1754314228.5486627,1754314264.2671897,3,1754313449.4792855,779.0693771839142,experiment,TRUE,TRUE,36-40,Male,Some Undergraduate Courses,Participation credit,"The Mummy, Brendon Frasier",50,0.6666666666666667,R,TRUE,7.733333333333334,7.733333333333334,2.974223365066578
set2,3dd,6,3,10,7753790e37138b699b994222c2cffb97,m,95.2,47.08890933543444,2,1,1754314264.279672,1754314299.6170716,3,1754313449.4792855,814.800386428833,experiment,TRUE,TRUE,36-40,Male,Some Undergraduate Courses,Participation credit,"The Mummy, Brendon Frasier",56.25,0.8888888888888888,m,TRUE,6.311111111111117,6.311111111111117,2.6861892325351486
set2,3dd,7,3,11,7753790e37138b699b994222c2cffb97,q,54.8,36.001744866371155,2,2,1754314299.6318324,1754314314.0737581,3,1754313449.4792855,850.1525468826294,experiment,TRUE,TRUE,36-40,Male,Some Undergraduate Courses,Participation credit,"The Mummy, Brendon Frasier",64.28571428571428,0.7777777777777779,q,TRUE,-22.97777777777779,22.97777777777779,4.529994420350932
set2,3dd,5,3,12,7753790e37138b699b994222c2cffb97,Both values are the same,100,90.87590966373682,1,4,1754314314.1019704,1754314347.8367054,3,1754313449.4792855,864.6226849555969,experiment,TRUE,TRUE,36-40,Male,Some Undergraduate Courses,Participation credit,"The Mummy, Brendon Frasier",50,1,Both values are the same,TRUE,0,0,-3
set1,3dd,7,4,13,7753790e37138b699b994222c2cffb97,q,90.2,78.44760003499687,1,4,1754314347.8500223,1754314369.1848154,3,1754313449.4792855,898.3707368373871,experiment,TRUE,TRUE,36-40,Male,Some Undergraduate Courses,Participation credit,"The Mummy, Brendon Frasier",64.28571428571428,0.7777777777777779,q,TRUE,12.422222222222217,12.422222222222217,3.6492961021078405
